id,name,description,price,duration_in_days
561,Eidel 561,Focused value-added middleware,861.95,66
562,Aivee 562,Organic object-oriented matrices,785.32,68
563,Fiveclub 563,Multi-channelled intermediate open architecture,285.33,79
564,Roombo 564,Cross-platform impactful flexibility,624.07,8
565,Thoughtblab 565,Polarised contextually-based policy,168.14,21
566,Gigaclub 566,Fully-configurable background interface,932.22,20
567,Thoughtstorm 567,Function-based full-range extranet,510.07,90
568,Blogtag 568,Extended maximized info-mediaries,241.83,65
569,Divavu 569,Centralized discrete hub,403.67,33
570,Lazz 570,Profound content-based internet solution,167.34,75
571,Tavu 571,Optional multi-tasking open system,892.68,95
572,Zoomzone 572,Operative stable infrastructure,209.23,23
573,Quimba 573,Multi-layered real-time capacity,240.24,4
574,Yodo 574,Customer-focused responsive capacity,513.05,92
575,Fatz 575,Quality-focused eco-centric system engine,336.37,24
576,Zazio 576,Open-architected content-based moratorium,693.88,67
577,Aivee 577,Business-focused context-sensitive hardware,478.6,3
578,Yakidoo 578,Front-line needs-based artificial intelligence,456.66,59
579,Ainyx 579,Sharable exuding moratorium,253.76,97
580,Topiclounge 580,Programmable even-keeled support,481.85,78
581,Gabcube 581,Polarised human-resource initiative,476.39,91
582,Realbridge 582,Digitized neutral emulation,226.68,10
583,Meejo 583,User-centric tertiary budgetary management,435.36,97
584,Oozz 584,Enhanced homogeneous instruction set,906.82,27
585,Centizu 585,Intuitive systematic productivity,838.31,21
586,Yodo 586,Organized exuding encoding,998.79,61
587,Twiyo 587,Down-sized methodical customer loyalty,439.95,58
588,Twinte 588,Down-sized value-added open system,213.08,23
589,Meejo 589,Total mission-critical access,296.92,67
590,Photofeed 590,Switchable multi-state methodology,837.23,95
591,Zoovu 591,Monitored methodical attitude,960.2,94
592,Bluezoom 592,Function-based multimedia hierarchy,887.54,67
593,Tagcat 593,Mandatory human-resource archive,283.49,31
594,Katz 594,Quality-focused transitional success,803.73,85
595,Talane 595,User-centric interactive system engine,447.32,38
596,Avamm 596,Optimized 24 hour collaboration,439.98,64
597,Buzzdog 597,Multi-tiered homogeneous architecture,506.15,51
598,Jaloo 598,Persevering bifurcated productivity,233.47,94
599,Lazzy 599,Customizable maximized hub,451.66,60
600,Twitterbeat 600,Cross-platform tertiary system engine,262.85,77
601,Eare 601,User-friendly bi-directional utilisation,981.18,9
602,Yata 602,Sharable disintermediate concept,632.15,11
603,Blogtag 603,Automated grid-enabled collaboration,836.39,42
604,Meedoo 604,Extended value-added core,560.54,89
605,Eare 605,User-friendly optimal system engine,417.78,49
606,Browsedrive 606,Synchronised attitude-oriented model,445.04,31
607,Devcast 607,Sharable fresh-thinking help-desk,637.02,74
608,Agivu 608,Advanced incremental installation,511.36,48
609,Gigabox 609,Persevering bandwidth-monitored Graphic Interface,227.16,42
610,Quatz 610,Synergized systemic forecast,904.31,9
611,Mydeo 611,Business-focused zero tolerance matrices,697.49,53
612,Youfeed 612,Multi-lateral regional toolset,334.64,96
613,Abata 613,Re-engineered analyzing synergy,859.84,81
614,Rhyzio 614,Organic web-enabled instruction set,201.63,24
615,Browsebug 615,Reduced real-time firmware,966.67,11
616,Tanoodle 616,Decentralized next generation core,852.17,15
617,Jabberstorm 617,Advanced directional adapter,384.45,66
618,Youspan 618,Universal even-keeled attitude,965.36,86
619,Fadeo 619,Focused 5th generation neural-net,814.66,84
620,Bubbletube 620,Inverse fresh-thinking definition,677.84,60
621,Quatz 621,Extended leading edge emulation,524.4,50
622,Eidel 622,Multi-layered systemic extranet,162.69,29
623,Kaymbo 623,Decentralized static moderator,154.19,45
624,Youbridge 624,Function-based context-sensitive matrices,600.83,2
625,Rhyzio 625,Decentralized local time-frame,570.29,42
626,Skilith 626,Up-sized executive challenge,712.35,3
627,Dabtype 627,Programmable optimizing help-desk,527.92,90
628,Wikibox 628,Multi-layered client-driven project,155.52,23
629,Talane 629,Intuitive multimedia concept,935.75,88
630,Rhynyx 630,Fully-configurable optimal parallelism,579.55,15
631,Rhyzio 631,Monitored next generation policy,769.11,85
632,Ntags 632,Diverse content-based firmware,590.39,66
633,Jabbercube 633,De-engineered explicit alliance,844.62,20
634,Skipstorm 634,Ergonomic multi-tasking implementation,615.73,62
635,Yodel 635,Right-sized zero tolerance time-frame,479.44,18
636,Leenti 636,Open-architected well-modulated emulation,285.17,12
637,Nlounge 637,Configurable next generation orchestration,218.46,24
638,JumpXS 638,Future-proofed multi-state artificial intelligence,703.91,17
639,Topicstorm 639,Diverse systemic capacity,434.41,87
640,Agivu 640,Cloned 3rd generation knowledge user,658.78,71
641,Skivee 641,Persevering radical website,559.6,48
642,Ailane 642,Sharable interactive extranet,267.28,7
643,Babbleset 643,Synergistic upward-trending interface,588.82,24
644,Eimbee 644,Seamless reciprocal flexibility,944.01,84
645,Kaymbo 645,Sharable encompassing knowledge base,513.62,24
646,Abata 646,Ameliorated next generation alliance,827.48,66
647,Bubblemix 647,Adaptive bandwidth-monitored matrix,123.62,82
648,Tazzy 648,Integrated high-level internet solution,320.35,8
649,Vinder 649,Customizable methodical process improvement,987.62,1
650,Katz 650,Organized impactful contingency,269.3,58
651,Meezzy 651,Sharable directional attitude,483.34,20
652,Fivespan 652,Multi-lateral leading edge algorithm,139,87
653,Roodel 653,Multi-layered hybrid methodology,115.34,35
654,Fiveclub 654,Seamless maximized matrix,499.1,81
655,Shufflebeat 655,Assimilated optimal superstructure,664.36,85
656,Abata 656,Diverse 24/7 policy,502.37,18
657,Gigazoom 657,Exclusive foreground leverage,932.51,90
658,Katz 658,Multi-tiered human-resource policy,160.17,12
659,Avamm 659,Customer-focused client-driven architecture,846.32,75
660,Cogibox 660,Progressive web-enabled strategy,520.54,11
661,Gabtype 661,Multi-tiered impactful intranet,205.55,28
662,Kare 662,Business-focused clear-thinking methodology,254.19,83
663,Riffpedia 663,Multi-channelled leading edge project,583.69,79
664,Zava 664,Business-focused multimedia strategy,607.39,95
665,Quimba 665,Streamlined neutral open system,896.71,8
666,Thoughtbridge 666,Implemented zero tolerance data-warehouse,713.86,69
667,Gabvine 667,Programmable zero defect encoding,231.99,87
668,Devcast 668,Multi-lateral impactful throughput,775.4,52
669,Nlounge 669,Multi-lateral client-driven neural-net,364.6,23
670,Chatterpoint 670,Configurable optimal firmware,717.01,2
671,Latz 671,Multi-layered human-resource frame,991.34,8
672,Brainsphere 672,De-engineered tertiary time-frame,681.4,92
673,Zoomcast 673,Reverse-engineered regional collaboration,472.2,57
674,Dablist 674,Cross-group disintermediate task-force,823.77,36
675,Meemm 675,Balanced logistical synergy,960.69,44
676,Jabbercube 676,Intuitive impactful adapter,201.3,91
677,Midel 677,Monitored interactive framework,111.28,15
678,Yacero 678,Virtual explicit protocol,599.75,32
679,Meetz 679,Reactive multimedia encoding,111.67,33
680,Buzzster 680,Universal static application,624.69,31
681,Linkbuzz 681,Devolved empowering service-desk,498.85,23
682,Eare 682,Quality-focused bandwidth-monitored orchestration,939.13,25
683,Flashdog 683,Realigned high-level protocol,824.65,43
684,Photolist 684,Enterprise-wide explicit task-force,309.4,89
685,Youtags 685,Triple-buffered well-modulated firmware,243.64,81
686,Youfeed 686,Polarised non-volatile methodology,111.39,67
687,Digitube 687,Streamlined fault-tolerant success,512.03,22
688,Topdrive 688,Devolved mobile concept,239.27,2
689,Trudeo 689,Advanced composite groupware,198.08,68
690,Wordware 690,Reduced motivating complexity,422.33,31
691,Youspan 691,Managed high-level secured line,705.47,13
692,Thoughtmix 692,Cross-platform analyzing intranet,800.76,81
693,Skaboo 693,Multi-layered 3rd generation complexity,211.55,52
694,Demimbu 694,Monitored human-resource migration,384.63,96
695,Realfire 695,Intuitive needs-based standardization,789.49,38
696,Layo 696,Focused actuating success,326.36,8
697,Aimbu 697,Stand-alone asymmetric complexity,563.49,2
698,Edgeblab 698,Down-sized intermediate process improvement,195.34,49
699,Kazio 699,Fundamental radical database,379.87,39
700,Dabjam 700,Multi-layered homogeneous emulation,914.97,28
701,Jaxworks 701,Face to face 6th generation productivity,778.79,13
702,Cogibox 702,Cross-platform analyzing moderator,857.63,5
703,Rhynoodle 703,Cloned next generation firmware,222.3,23
704,Edgewire 704,Implemented encompassing hub,655.81,62
705,Zoovu 705,Future-proofed zero administration flexibility,824.75,43
706,Tagopia 706,Diverse 6th generation emulation,165.67,8
707,Devbug 707,Implemented motivating core,259.86,76
708,Lajo 708,Seamless modular function,640.37,27
709,Kamba 709,Secured leading edge software,954.97,65
710,Devify 710,Horizontal local core,486.54,10
711,Oodoo 711,Function-based clear-thinking paradigm,876.95,52
712,Jaxspan 712,Operative analyzing toolset,739.43,28
713,Zoovu 713,Function-based bandwidth-monitored hierarchy,345.9,96
714,Oyoloo 714,Open-source composite complexity,561.66,22
715,Fiveclub 715,Reactive systematic implementation,324.71,5
716,Mymm 716,Networked mission-critical initiative,997.23,54
717,Babbleblab 717,Networked optimizing workforce,544.73,51
718,Buzzdog 718,Decentralized radical benchmark,827.23,59
719,Rhyloo 719,Face to face explicit orchestration,184.41,89
720,Minyx 720,Function-based transitional installation,275.14,27
721,Talane 721,Public-key content-based intranet,451.69,96
722,Rhybox 722,Self-enabling scalable superstructure,359.24,55
723,Fadeo 723,Open-architected logistical encryption,811.79,21
724,Rhynoodle 724,Centralized impactful model,571.09,28
725,Mydeo 725,Pre-emptive dedicated orchestration,201.87,22
726,Rhyzio 726,Cloned high-level approach,432.83,3
727,Digitube 727,Quality-focused systematic monitoring,469.54,75
728,Ainyx 728,Versatile zero tolerance collaboration,799.67,9
729,Blogtags 729,Monitored motivating pricing structure,516.64,93
730,Centimia 730,Fully-configurable reciprocal model,559.13,39
731,Jabbercube 731,Re-engineered demand-driven structure,917.88,82
732,Thoughtworks 732,Focused optimal implementation,157.73,19
733,Skyndu 733,Multi-tiered impactful definition,568.79,37
734,Roomm 734,Distributed web-enabled encryption,722.5,13
735,Dynabox 735,User-centric reciprocal moderator,118.59,67
736,Fivebridge 736,Synergistic user-facing circuit,601.14,73
737,Voolia 737,Diverse background implementation,553.64,42
738,Yakidoo 738,Synchronised neutral flexibility,608.73,46
739,Jabbercube 739,Pre-emptive cohesive adapter,880.94,99
740,Zoomlounge 740,Business-focused 4th generation extranet,842.22,49
741,Twinte 741,Open-source background algorithm,158.04,66
742,Gevee 742,Re-contextualized 24/7 process improvement,197.19,34
743,Quinu 743,Enterprise-wide actuating system engine,736.34,26
744,Topicblab 744,Automated neutral approach,322.06,12
745,Kamba 745,Organic zero administration installation,591.92,20
746,Yakidoo 746,Extended needs-based moratorium,539.58,78
747,Flipstorm 747,Public-key context-sensitive capacity,917.71,93
748,Browsecat 748,Assimilated value-added algorithm,980.45,72
749,Brightbean 749,Open-architected didactic intranet,552.09,80
750,Kaymbo 750,Ergonomic attitude-oriented function,848.02,7
751,Shuffletag 751,Up-sized dedicated matrices,496.79,97
752,Bubblemix 752,Grass-roots scalable neural-net,751.19,31
753,Yakitri 753,Public-key even-keeled interface,171.59,64
754,Kwideo 754,Down-sized optimal migration,605.62,35
755,Thoughtbeat 755,Face to face actuating service-desk,571.74,48
756,Miboo 756,Customizable solution-oriented challenge,933.94,28
757,Bluejam 757,Reactive web-enabled analyzer,813.46,9
758,Skivee 758,Multi-channelled stable circuit,877.57,19
759,Quire 759,Cross-platform 5th generation interface,993.75,11
760,Skipstorm 760,Diverse disintermediate hierarchy,815.54,90
761,Wordtune 761,Ameliorated fresh-thinking flexibility,455.06,12
762,Thoughtblab 762,Implemented incremental service-desk,446.29,13
763,Voolith 763,Up-sized national help-desk,765.05,95
764,Myworks 764,Focused encompassing paradigm,411.48,21
765,Ozu 765,Cloned static software,197.73,100
766,Rooxo 766,Stand-alone human-resource middleware,416.73,59
767,Skalith 767,Virtual reciprocal leverage,284.36,95
768,Yakidoo 768,Function-based local project,777.45,42
769,Browsedrive 769,Total scalable instruction set,289.81,10
770,Oyonder 770,Configurable multi-tasking encryption,917.42,67
771,Dynabox 771,Decentralized zero tolerance toolset,806.7,67
772,Tagtune 772,Total multi-state throughput,305.29,20
773,Tagopia 773,Sharable full-range extranet,656.23,39
774,Zoomcast 774,Right-sized regional standardization,864.12,65
775,Zoombeat 775,Down-sized 4th generation matrix,177.41,57
776,Jabberbean 776,Distributed logistical collaboration,547.65,91
777,Kimia 777,Balanced multimedia policy,961.49,18
778,Eimbee 778,Polarised high-level groupware,322.64,65
779,Divavu 779,Compatible leading edge complexity,960.76,29
780,Skidoo 780,Persevering national orchestration,537.86,77
781,Vinder 781,Ameliorated local hub,847.52,49
782,Mymm 782,Persevering static capability,514.11,97
783,Latz 783,Advanced scalable data-warehouse,803.27,7
784,Feedbug 784,Enterprise-wide asynchronous customer loyalty,118.38,70
785,Dazzlesphere 785,Horizontal zero defect local area network,656.34,84
786,LiveZ 786,Fully-configurable tertiary leverage,189.96,89
787,Youspan 787,Robust zero administration database,640.25,1
788,Edgeblab 788,Fully-configurable local secured line,235.99,51
789,Zoombox 789,Quality-focused secondary hardware,925.25,7
790,Photobug 790,Diverse bi-directional paradigm,526.75,63
791,Gigabox 791,Pre-emptive exuding ability,606.3,35
792,Mita 792,Face to face tangible service-desk,358.97,100
793,Voonte 793,Proactive hybrid knowledge user,619.22,72
794,Flipbug 794,Reactive fault-tolerant function,740.12,83
795,Meezzy 795,Polarised interactive contingency,715.75,50
796,BlogXS 796,Up-sized motivating migration,929.93,63
797,Skilith 797,Visionary asymmetric matrix,477.85,56
798,Skajo 798,Assimilated 24 hour portal,281.36,89
799,Babbleset 799,Open-source bandwidth-monitored encryption,264.34,10
800,Zoonder 800,Versatile coherent product,778.71,72
801,Trilia 801,Configurable optimal project,139.94,8
802,Agimba 802,Object-based non-volatile forecast,858.79,17
803,Myworks 803,Switchable zero tolerance software,559.09,1
804,Camido 804,Reduced even-keeled infrastructure,834.02,49
805,Divavu 805,Enhanced foreground attitude,839.13,16
806,Oyonder 806,User-friendly next generation task-force,501.93,89
807,Edgetag 807,Cross-platform heuristic challenge,803.52,52
808,Mydeo 808,Open-source holistic process improvement,766.14,35
809,Mycat 809,Synergistic bottom-line encoding,762.59,72
810,Demivee 810,Diverse uniform utilisation,296.16,64
811,Thoughtbridge 811,Enhanced zero administration support,737.67,18
812,Ntag 812,Devolved real-time customer loyalty,180.3,80
813,Gabspot 813,Optimized 5th generation instruction set,140.25,35
814,Talane 814,Right-sized tangible info-mediaries,717.78,37
815,Meevee 815,Secured composite parallelism,933.32,14
816,Dynabox 816,Virtual cohesive customer loyalty,482.86,75
